Vehicle_Brand,Vehicle_Model,Year_of_Manufacture,Mileage,Type_of_Service,Service_Date,scheduled,reliability
Mercedes-Benz,E-Class,2011,6696,Brake System Repairs,2022-03-07,1,1
Ford,Escape,2017,3893,Suspension System Repairs,2023-06-06,0,0
Chevrolet,Equinox,2018,3362,Routine Maintenance Services,2021-07-18,0,1
Ford,F-150,2011,6844,Routine Maintenance Services,2015-04-22,1,0
Toyota,Rav4,2020,2286,Wear-and-Tear Replacements,2023-02-22,1,0
Nissan,Altima,2016,4352,Suspension System Repairs,2017-04-16,0,0
Chevrolet,Silverado,2012,6236,Wear-and-Tear Replacements,2021-03-27,1,0
BMW,3 Series,2014,5372,Routine Maintenance Services,2019-04-09,0,0
Nissan,Rogue,2016,4154,Suspension System Repairs,2017-03-22,1,0
Audi,Q7,2016,4253,Wear-and-Tear Replacements,2018-07-23,1,1
Audi,A4,2011,6872,Transmission Diagnostics/Repair/Replacement,2012-04-12,1,1
Mercedes-Benz,E-Class,2018,3030,Electrical System Repairs,2020-07-27,0,0
Ford,Escape,2016,4287,Suspension System Repairs,2018-09-20,0,0
Hyundai,Elantra,2020,2091,Engine Diagnostics/Repair/Replacement,2020-03-06,0,1
Mercedes-Benz,GLE,2018,3261,Transmission Diagnostics/Repair/Replacement,2021-10-05,1,1
Nissan,Altima,2015,4651,Cooling System Repairs,2015-06-19,1,0
Chevrolet,Malibu,2013,5793,Suspension System Repairs,2021-05-19,0,0
Honda,CR-V,2010,7495,Multiple Unscheduled Repairs,2014-11-06,1,1
Audi,A6,2013,5585,Electrical System Repairs,2023-08-03,1,1
Mercedes-Benz,GLE,2018,3320,Suspension System Repairs,2022-05-15,1,1
Ford,F-150,2018,3239,Engine Diagnostics/Repair/Replacement,2022-06-28,1,0
Audi,Q5,2017,3653,Wear-and-Tear Replacements,2021-12-18,0,1
Mercedes-Benz,GLC,2011,6695,Electrical System Repairs,2018-04-18,1,0
Mercedes-Benz,GLE,2013,5871,Transmission Diagnostics/Repair/Replacement,2019-04-01,1,1
Nissan,Pathfinder,2018,3288,Multiple Unscheduled Repairs,2021-08-28,0,0
Mercedes-Benz,C-Class,2015,4667,Electrical System Repairs,2023-06-20,0,0
Chevrolet,Malibu,2011,6797,Suspension System Repairs,2015-06-16,0,0
Audi,Q5,2011,6908,Cooling System Repairs,2023-03-31,0,1
Audi,A6,2010,7349,Electrical System Repairs,2010-06-10,0,0
Volkswagen,Jetta,2011,6875,Engine Diagnostics/Repair/Replacement,2022-02-17,0,1
BMW,X5,2016,4387,Engine Diagnostics/Repair/Replacement,2021-12-21,1,0
Audi,A4,2015,4692,Transmission Diagnostics/Repair/Replacement,2016-08-21,0,0
Nissan,Rogue,2017,3501,Engine Diagnostics/Repair/Replacement,2023-03-25,1,0
Honda,CR-V,2013,5926,Electrical System Repairs,2015-11-22,1,0
Honda,CR-V,2010,7104,Suspension System Repairs,2012-03-09,0,0
Volkswagen,Jetta,2016,4229,Transmission Diagnostics/Repair/Replacement,2018-02-07,1,1
BMW,X5,2012,6170,Engine Diagnostics/Repair/Replacement,2013-09-25,0,1
Ford,F-150,2017,3538,Wear-and-Tear Replacements,2019-06-23,0,1
BMW,3 Series,2016,4358,Engine Diagnostics/Repair/Replacement,2019-01-13,0,0
Mercedes-Benz,E-Class,2012,6334,Engine Diagnostics/Repair/Replacement,2017-09-17,1,0
Hyundai,Sonata,2010,7142,Transmission Diagnostics/Repair/Replacement,2012-04-20,0,0
Volkswagen,Atlas,2018,3012,Routine Maintenance Services,2023-12-02,0,0
Toyota,Corolla,2020,2447,Electrical System Repairs,2021-10-16,1,1
Chevrolet,Malibu,2011,6804,Engine Diagnostics/Repair/Replacement,2014-06-16,1,1
BMW,3 Series,2013,5924,Electrical System Repairs,2018-03-21,0,1
BMW,3 Series,2011,6718,Engine Diagnostics/Repair/Replacement,2016-01-15,1,0
BMW,5 Series,2015,4840,Brake System Repairs,2017-04-04,0,0
Ford,F-150,2019,2870,Multiple Unscheduled Repairs,2019-06-10,0,1
Ford,F-150,2020,2339,Cooling System Repairs,2023-08-26,0,1
Toyota,Rav4,2014,5297,Electrical System Repairs,2014-07-22,1,0
Mercedes-Benz,GLE,2013,5704,Transmission Diagnostics/Repair/Replacement,2017-10-31,1,1
BMW,X3,2020,2427,Brake System Repairs,2023-09-05,0,0
Honda,Accord,2018,3402,Suspension System Repairs,2023-02-09,1,1
BMW,3 Series,2013,5579,Routine Maintenance Services,2020-09-27,0,0
Mercedes-Benz,GLC,2012,6281,Engine Diagnostics/Repair/Replacement,2021-10-28,0,1
Volkswagen,Tiguan,2014,5408,Brake System Repairs,2015-11-19,1,1
Mercedes-Benz,GLC,2020,2376,Multiple Unscheduled Repairs,2020-07-23,1,0
Volkswagen,Jetta,2014,5064,Routine Maintenance Services,2019-01-31,1,1
Chevrolet,Malibu,2013,5633,Engine Diagnostics/Repair/Replacement,2023-09-23,1,1
Volkswagen,Jetta,2016,4448,Multiple Unscheduled Repairs,2019-02-06,1,0
Volkswagen,Atlas,2010,7262,Electrical System Repairs,2018-01-22,0,0
Honda,CR-V,2017,3573,Electrical System Repairs,2021-03-04,0,0
Mercedes-Benz,GLE,2016,4465,Wear-and-Tear Replacements,2016-08-18,1,1
BMW,X3,2019,2769,Cooling System Repairs,2022-06-13,0,1
Honda,CR-V,2019,2719,Electrical System Repairs,2021-02-25,0,1
Toyota,Corolla,2018,3141,Transmission Diagnostics/Repair/Replacement,2022-05-14,1,1
Ford,Explorer,2016,4246,Engine Diagnostics/Repair/Replacement,2020-07-15,1,1
Nissan,Pathfinder,2015,4975,Routine Maintenance Services,2015-09-26,1,1
Audi,Q5,2012,6214,Brake System Repairs,2019-10-31,1,0
Nissan,Rogue,2017,3596,Wear-and-Tear Replacements,2019-01-13,0,0
Volkswagen,Atlas,2015,4606,Suspension System Repairs,2021-02-26,0,0
Chevrolet,Malibu,2010,7405,Electrical System Repairs,2012-07-02,1,1
Honda,Accord,2016,4398,Engine Diagnostics/Repair/Replacement,2023-01-31,1,0
Nissan,Rogue,2017,3810,Wear-and-Tear Replacements,2020-08-12,1,1
Nissan,Altima,2020,2258,Cooling System Repairs,2020-01-29,0,0
Volkswagen,Passat,2018,3449,Engine Diagnostics/Repair/Replacement,2018-09-11,0,1
Ford,Explorer,2011,6856,Electrical System Repairs,2012-07-21,1,1
BMW,X5,2020,2147,Brake System Repairs,2023-02-03,1,0
Mercedes-Benz,GLE,2011,6980,Cooling System Repairs,2020-12-03,0,0
Hyundai,Santa Fe,2017,3625,Brake System Repairs,2022-05-10,0,1
Audi,Q7,2013,5546,Wear-and-Tear Replacements,2014-11-28,0,0
Mercedes-Benz,GLE,2017,3782,Engine Diagnostics/Repair/Replacement,2017-11-14,0,0
Audi,Q5,2019,2589,Wear-and-Tear Replacements,2023-03-10,1,0
Honda,Pilot,2013,5839,Engine Diagnostics/Repair/Replacement,2020-10-10,0,0
Nissan,Altima,2014,5274,Brake System Repairs,2014-08-26,1,0
Nissan,Altima,2012,6171,Suspension System Repairs,2020-06-28,0,1
Audi,A4,2016,4173,Cooling System Repairs,2016-07-09,0,0
Audi,A6,2020,2188,Routine Maintenance Services,2023-04-02,1,1
BMW,5 Series,2014,5492,Suspension System Repairs,2015-02-14,1,0
Volkswagen,Tiguan,2011,6669,Electrical System Repairs,2023-05-31,0,0
Mercedes-Benz,GLE,2019,2626,Multiple Unscheduled Repairs,2021-10-08,0,0
Toyota,Camry,2015,4570,Multiple Unscheduled Repairs,2023-03-11,0,1
Hyundai,Elantra,2018,3426,Multiple Unscheduled Repairs,2023-04-07,1,1
Ford,Escape,2016,4309,Wear-and-Tear Replacements,2019-07-20,1,0
Honda,Pilot,2016,4469,Engine Diagnostics/Repair/Replacement,2021-01-23,1,0
Mercedes-Benz,C-Class,2011,6953,Multiple Unscheduled Repairs,2013-10-22,0,1
Chevrolet,Malibu,2020,2256,Electrical System Repairs,2021-01-08,1,0
Chevrolet,Equinox,2016,4325,Engine Diagnostics/Repair/Replacement,2022-02-04,0,1
Toyota,Rav4,2011,6552,Electrical System Repairs,2014-12-01,0,0
Chevrolet,Traverse,2012,6349,Multiple Unscheduled Repairs,2014-01-09,0,0
Volkswagen,Passat,2013,5876,Electrical System Repairs,2021-10-27,1,0
Toyota,Corolla,2017,3683,Cooling System Repairs,2018-03-18,1,1
Ford,Escape,2010,7146,Electrical System Repairs,2015-11-02,1,1
Honda,Accord,2020,2008,Multiple Unscheduled Repairs,2023-04-07,1,0
Ford,Explorer,2011,6806,Routine Maintenance Services,2022-12-27,0,1
Volkswagen,Jetta,2019,2714,Suspension System Repairs,2020-01-01,0,1
Mercedes-Benz,GLE,2011,6653,Suspension System Repairs,2014-03-21,0,0
Nissan,Altima,2010,7177,Routine Maintenance Services,2014-07-06,1,1
Toyota,Corolla,2016,4247,Suspension System Repairs,2017-02-19,0,1
Chevrolet,Silverado,2013,5836,Wear-and-Tear Replacements,2019-01-01,1,1
Nissan,Rogue,2014,5186,Engine Diagnostics/Repair/Replacement,2020-06-23,1,1
Mercedes-Benz,E-Class,2013,5644,Routine Maintenance Services,2016-12-26,1,1
Toyota,Corolla,2019,2860,Cooling System Repairs,2023-02-02,1,0
Volkswagen,Atlas,2011,6767,Electrical System Repairs,2016-01-18,0,1
Mercedes-Benz,GLE,2013,5644,Engine Diagnostics/Repair/Replacement,2015-08-16,1,1
Volkswagen,Tiguan,2019,2591,Cooling System Repairs,2019-09-23,1,1
Chevrolet,Silverado,2018,3064,Electrical System Repairs,2020-04-03,0,0
Hyundai,Tucson,2011,6893,Engine Diagnostics/Repair/Replacement,2014-05-20,1,1
BMW,X5,2017,3555,Transmission Diagnostics/Repair/Replacement,2023-02-23,0,0
Volkswagen,Passat,2013,5644,Transmission Diagnostics/Repair/Replacement,2022-11-21,0,0
Audi,Q5,2019,2687,Multiple Unscheduled Repairs,2022-07-02,0,1
Audi,A6,2017,3939,Cooling System Repairs,2018-06-01,0,0
Chevrolet,Traverse,2018,3314,Electrical System Repairs,2019-09-21,1,0
Nissan,Sentra,2012,6093,Brake System Repairs,2020-09-17,0,0
Nissan,Sentra,2011,6521,Brake System Repairs,2012-01-03,0,0
Toyota,Corolla,2018,3025,Brake System Repairs,2022-02-27,1,0
BMW,X3,2011,6733,Transmission Diagnostics/Repair/Replacement,2016-10-09,0,0
BMW,3 Series,2010,7244,Cooling System Repairs,2021-08-21,0,1
Honda,Civic,2010,7213,Wear-and-Tear Replacements,2014-11-17,0,0
Mercedes-Benz,GLE,2013,5539,Brake System Repairs,2020-05-03,0,1
Nissan,Altima,2017,3861,Transmission Diagnostics/Repair/Replacement,2020-06-13,0,1
Mercedes-Benz,GLE,2020,2289,Electrical System Repairs,2020-04-18,1,1
Volkswagen,Tiguan,2018,3280,Suspension System Repairs,2019-12-16,0,0
Volkswagen,Jetta,2010,7275,Cooling System Repairs,2018-05-28,1,0
Ford,Focus,2017,3588,Routine Maintenance Services,2018-12-11,0,1
Nissan,Rogue,2018,3273,Transmission Diagnostics/Repair/Replacement,2020-09-25,1,1
Volkswagen,Jetta,2013,5749,Suspension System Repairs,2015-12-18,0,1
Honda,Civic,2016,4076,Engine Diagnostics/Repair/Replacement,2023-10-09,0,0
BMW,5 Series,2020,2017,Engine Diagnostics/Repair/Replacement,2021-01-06,0,1
Mercedes-Benz,GLE,2014,5007,Wear-and-Tear Replacements,2022-09-05,0,0
Volkswagen,Tiguan,2016,4455,Suspension System Repairs,2021-01-30,1,1
Ford,F-150,2019,2873,Wear-and-Tear Replacements,2020-03-11,0,0
Audi,Q5,2018,3178,Routine Maintenance Services,2021-07-27,0,1
Honda,CR-V,2014,5058,Wear-and-Tear Replacements,2019-08-01,1,1
Volkswagen,Atlas,2014,5016,Electrical System Repairs,2016-11-24,1,0
Mercedes-Benz,C-Class,2018,3231,Suspension System Repairs,2020-01-15,1,0
Hyundai,Santa Fe,2014,5468,Suspension System Repairs,2022-10-05,0,0
Honda,Civic,2016,4115,Engine Diagnostics/Repair/Replacement,2019-05-08,1,0
Toyota,Camry,2020,2328,Suspension System Repairs,2021-11-09,0,1
Nissan,Altima,2018,3178,Transmission Diagnostics/Repair/Replacement,2023-10-05,1,0
Toyota,Corolla,2020,2179,Brake System Repairs,2022-11-14,1,1
Toyota,Corolla,2016,4378,Transmission Diagnostics/Repair/Replacement,2018-04-23,1,1
Toyota,Corolla,2012,6250,Suspension System Repairs,2023-09-15,1,1
Ford,F-150,2011,6523,Cooling System Repairs,2014-05-07,0,0
Audi,A4,2019,2560,Cooling System Repairs,2022-07-07,0,0
Ford,Focus,2014,5184,Multiple Unscheduled Repairs,2020-09-01,0,0
Hyundai,Elantra,2012,6046,Cooling System Repairs,2022-01-05,0,0
Toyota,Corolla,2016,4139,Suspension System Repairs,2018-06-15,1,0
Ford,Focus,2013,5995,Wear-and-Tear Replacements,2023-11-12,0,0
Hyundai,Santa Fe,2010,7222,Multiple Unscheduled Repairs,2016-01-13,1,1
Audi,Q5,2016,4378,Engine Diagnostics/Repair/Replacement,2016-11-29,0,0
Ford,F-150,2020,2352,Brake System Repairs,2023-10-17,0,1
Mercedes-Benz,C-Class,2013,5970,Routine Maintenance Services,2014-07-05,1,1
Honda,Pilot,2020,2163,Electrical System Repairs,2021-10-19,1,1
Toyota,Prius,2010,7324,Electrical System Repairs,2014-08-21,0,0
Ford,Focus,2014,5105,Engine Diagnostics/Repair/Replacement,2019-02-01,1,0
Ford,Escape,2014,5452,Transmission Diagnostics/Repair/Replacement,2019-06-01,1,1
Audi,A6,2010,7052,Transmission Diagnostics/Repair/Replacement,2023-08-04,1,0
Chevrolet,Equinox,2020,2266,Multiple Unscheduled Repairs,2023-08-07,1,0
Ford,Escape,2014,5455,Engine Diagnostics/Repair/Replacement,2016-05-12,0,1
Mercedes-Benz,GLE,2019,2533,Electrical System Repairs,2020-06-11,1,0
Honda,CR-V,2014,5466,Suspension System Repairs,2022-11-19,1,0
Nissan,Altima,2013,5767,Routine Maintenance Services,2014-09-22,0,0
Honda,Accord,2016,4362,Cooling System Repairs,2022-07-02,0,1
Toyota,Prius,2020,2091,Multiple Unscheduled Repairs,2022-04-22,1,0
Nissan,Rogue,2015,4574,Engine Diagnostics/Repair/Replacement,2015-03-16,1,1
BMW,5 Series,2018,3046,Brake System Repairs,2019-03-27,1,1
Nissan,Sentra,2018,3244,Multiple Unscheduled Repairs,2019-08-16,0,0
BMW,X5,2016,4290,Cooling System Repairs,2023-08-01,0,1
Hyundai,Tucson,2010,7074,Transmission Diagnostics/Repair/Replacement,2015-04-03,0,1
Toyota,Corolla,2017,3847,Routine Maintenance Services,2022-04-04,1,1
Chevrolet,Malibu,2019,2907,Routine Maintenance Services,2022-03-17,0,1
Toyota,Camry,2018,3219,Wear-and-Tear Replacements,2021-12-09,0,0
Honda,Civic,2014,5327,Brake System Repairs,2022-03-08,0,0
Audi,A6,2015,4576,Electrical System Repairs,2015-05-16,0,1
Toyota,Corolla,2011,6966,Wear-and-Tear Replacements,2019-07-10,0,0
Hyundai,Elantra,2011,6543,Cooling System Repairs,2015-04-26,1,1
Nissan,Sentra,2019,2674,Wear-and-Tear Replacements,2023-07-27,0,0
Mercedes-Benz,C-Class,2016,4452,Brake System Repairs,2019-12-21,0,1
Volkswagen,Passat,2016,4392,Transmission Diagnostics/Repair/Replacement,2021-09-30,1,0
Honda,Pilot,2017,3689,Electrical System Repairs,2017-12-05,1,0
Hyundai,Sonata,2013,5776,Engine Diagnostics/Repair/Replacement,2020-03-16,1,0
Audi,Q7,2015,4626,Suspension System Repairs,2017-09-27,0,0
Toyota,Rav4,2012,6221,Cooling System Repairs,2022-01-01,0,1
Toyota,Camry,2011,6548,Engine Diagnostics/Repair/Replacement,2016-11-25,1,1
Ford,Focus,2019,2972,Suspension System Repairs,2022-10-05,1,0
Ford,Explorer,2020,2006,Suspension System Repairs,2021-12-27,0,1
BMW,X3,2011,6900,Suspension System Repairs,2013-01-22,1,0
BMW,X5,2015,4848,Electrical System Repairs,2018-10-22,1,1
Audi,A6,2013,5558,Suspension System Repairs,2020-01-06,1,1
Honda,Civic,2016,4354,Engine Diagnostics/Repair/Replacement,2018-06-20,0,0
Ford,Focus,2014,5248,Suspension System Repairs,2020-12-29,0,1
BMW,X5,2012,6287,Brake System Repairs,2020-11-21,1,0
Nissan,Pathfinder,2015,4945,Multiple Unscheduled Repairs,2020-06-05,1,1
Audi,A6,2016,4371,Electrical System Repairs,2020-09-21,0,1
Volkswagen,Atlas,2012,6167,Multiple Unscheduled Repairs,2013-06-14,1,1
Volkswagen,Atlas,2015,4781,Transmission Diagnostics/Repair/Replacement,2017-07-19,0,1
Ford,Focus,2010,7263,Multiple Unscheduled Repairs,2017-09-07,0,0
Hyundai,Sonata,2019,2994,Electrical System Repairs,2020-08-20,1,0
Mercedes-Benz,GLC,2011,6900,Routine Maintenance Services,2013-01-12,0,1
Honda,Civic,2014,5485,Brake System Repairs,2018-06-22,1,1
Toyota,Rav4,2013,5998,Transmission Diagnostics/Repair/Replacement,2013-05-03,1,0
Chevrolet,Malibu,2017,3978,Electrical System Repairs,2017-09-19,1,0
BMW,X5,2016,4266,Engine Diagnostics/Repair/Replacement,2022-12-22,1,1
Toyota,Prius,2019,2676,Wear-and-Tear Replacements,2019-02-19,0,1
Audi,Q7,2011,6894,Transmission Diagnostics/Repair/Replacement,2014-01-14,1,1
Hyundai,Santa Fe,2018,3166,Multiple Unscheduled Repairs,2019-04-13,1,0
Volkswagen,Atlas,2013,5616,Brake System Repairs,2021-04-19,0,0
Ford,Focus,2013,5942,Suspension System Repairs,2017-08-13,0,1
Chevrolet,Silverado,2015,4920,Wear-and-Tear Replacements,2017-08-09,1,0
Volkswagen,Jetta,2012,6036,Transmission Diagnostics/Repair/Replacement,2018-12-02,1,0
BMW,X3,2019,2938,Cooling System Repairs,2023-08-12,0,0
Audi,Q7,2018,3315,Multiple Unscheduled Repairs,2022-12-09,0,1
Honda,Pilot,2010,7499,Electrical System Repairs,2022-12-21,0,1
Honda,Accord,2020,2308,Electrical System Repairs,2020-03-29,0,0
Chevrolet,Malibu,2010,7071,Wear-and-Tear Replacements,2021-07-11,0,1
BMW,3 Series,2012,6265,Cooling System Repairs,2023-06-01,0,0
Toyota,Prius,2015,4782,Transmission Diagnostics/Repair/Replacement,2023-11-07,1,1
Hyundai,Tucson,2013,5685,Engine Diagnostics/Repair/Replacement,2014-12-20,0,0
Mercedes-Benz,GLC,2020,2133,Engine Diagnostics/Repair/Replacement,2020-03-09,1,0
Audi,A4,2014,5052,Brake System Repairs,2022-06-23,0,0
Honda,Civic,2013,5616,Brake System Repairs,2020-08-31,0,1
Nissan,Rogue,2018,3153,Multiple Unscheduled Repairs,2020-11-07,1,1
Hyundai,Sonata,2013,5998,Electrical System Repairs,2015-06-21,0,0
Mercedes-Benz,GLE,2013,5631,Electrical System Repairs,2015-09-10,0,0
Volkswagen,Jetta,2013,5962,Routine Maintenance Services,2019-06-21,1,0
Ford,F-150,2016,4083,Electrical System Repairs,2016-12-27,1,0
Hyundai,Santa Fe,2014,5183,Engine Diagnostics/Repair/Replacement,2021-04-24,1,0
Honda,CR-V,2019,2957,Engine Diagnostics/Repair/Replacement,2021-07-04,0,1
Mercedes-Benz,E-Class,2017,3706,Engine Diagnostics/Repair/Replacement,2018-08-06,1,0
Toyota,Corolla,2017,3675,Cooling System Repairs,2021-12-09,0,1
Mercedes-Benz,C-Class,2017,3992,Suspension System Repairs,2022-05-04,1,1
BMW,3 Series,2010,7385,Engine Diagnostics/Repair/Replacement,2018-07-02,1,0
Mercedes-Benz,GLE,2020,2198,Transmission Diagnostics/Repair/Replacement,2020-12-02,1,1
Ford,Explorer,2020,2147,Routine Maintenance Services,2020-07-15,1,0
Ford,Escape,2014,5202,Brake System Repairs,2023-05-25,0,1
Mercedes-Benz,E-Class,2017,3634,Electrical System Repairs,2017-06-16,0,0
Volkswagen,Atlas,2019,2918,Multiple Unscheduled Repairs,2022-10-07,1,0
Nissan,Altima,2019,2892,Suspension System Repairs,2023-01-27,1,0
Toyota,Prius,2012,6465,Suspension System Repairs,2015-03-30,1,0
Chevrolet,Silverado,2019,2550,Multiple Unscheduled Repairs,2020-11-09,1,0
Hyundai,Sonata,2012,6010,Routine Maintenance Services,2018-09-13,1,0
Volkswagen,Jetta,2020,2240,Wear-and-Tear Replacements,2023-09-10,0,0
Audi,Q7,2016,4411,Routine Maintenance Services,2017-10-20,1,1
Ford,Explorer,2011,6839,Routine Maintenance Services,2023-12-14,1,1
Toyota,Camry,2014,5139,Cooling System Repairs,2023-11-29,0,1
Toyota,Camry,2017,3587,Engine Diagnostics/Repair/Replacement,2023-04-16,1,1
Ford,Escape,2018,3456,Transmission Diagnostics/Repair/Replacement,2021-06-24,1,1
BMW,5 Series,2018,3158,Engine Diagnostics/Repair/Replacement,2023-10-03,1,0
Volkswagen,Tiguan,2020,2293,Wear-and-Tear Replacements,2023-12-14,1,1
Mercedes-Benz,GLC,2011,6749,Engine Diagnostics/Repair/Replacement,2016-11-20,1,1
Volkswagen,Jetta,2010,7015,Engine Diagnostics/Repair/Replacement,2010-07-19,0,0
BMW,X5,2011,6604,Suspension System Repairs,2011-12-23,1,1
Nissan,Altima,2012,6101,Multiple Unscheduled Repairs,2017-12-07,0,1
Audi,Q7,2020,2078,Routine Maintenance Services,2020-11-26,1,0
Audi,Q7,2020,2118,Brake System Repairs,2022-03-10,0,0
Nissan,Rogue,2013,5631,Engine Diagnostics/Repair/Replacement,2020-03-13,0,1
Ford,Escape,2012,6303,Brake System Repairs,2023-12-11,0,0
Hyundai,Tucson,2010,7257,Electrical System Repairs,2022-06-22,0,1
Mercedes-Benz,GLE,2018,3021,Routine Maintenance Services,2019-05-08,1,1
Honda,Pilot,2015,4690,Electrical System Repairs,2016-06-26,1,1
Hyundai,Santa Fe,2015,4837,Cooling System Repairs,2017-08-24,1,0
Nissan,Sentra,2014,5201,Electrical System Repairs,2023-07-30,1,0
Audi,Q7,2017,3840,Electrical System Repairs,2021-01-30,1,0
Nissan,Altima,2015,4699,Transmission Diagnostics/Repair/Replacement,2019-04-01,1,0
Ford,Focus,2011,6616,Multiple Unscheduled Repairs,2019-06-28,1,1
BMW,5 Series,2020,2217,Cooling System Repairs,2020-10-05,1,0
Chevrolet,Traverse,2019,2742,Transmission Diagnostics/Repair/Replacement,2020-05-09,1,1
Honda,Accord,2012,6171,Wear-and-Tear Replacements,2019-06-24,1,1
Toyota,Prius,2012,6335,Cooling System Repairs,2023-06-30,0,1
Nissan,Rogue,2014,5195,Cooling System Repairs,2018-12-21,1,1
Honda,Accord,2013,5677,Wear-and-Tear Replacements,2019-12-23,1,0
Chevrolet,Silverado,2020,2200,Multiple Unscheduled Repairs,2023-01-21,0,0
Hyundai,Santa Fe,2010,7309,Suspension System Repairs,2016-02-28,0,1
Volkswagen,Tiguan,2017,3898,Multiple Unscheduled Repairs,2019-04-18,1,0
Nissan,Altima,2013,5970,Brake System Repairs,2022-01-29,0,0
Chevrolet,Traverse,2018,3410,Electrical System Repairs,2023-06-26,0,0
Mercedes-Benz,GLE,2012,6319,Multiple Unscheduled Repairs,2012-11-06,1,0
Audi,Q7,2010,7269,Routine Maintenance Services,2017-09-12,1,0
Chevrolet,Silverado,2010,7435,Transmission Diagnostics/Repair/Replacement,2015-07-04,0,1
Ford,Explorer,2013,5936,Transmission Diagnostics/Repair/Replacement,2020-02-22,0,0
Hyundai,Santa Fe,2017,3836,Suspension System Repairs,2020-05-16,0,0
Honda,Pilot,2010,7284,Cooling System Repairs,2012-09-24,0,1
BMW,5 Series,2011,6854,Routine Maintenance Services,2013-05-19,0,1
Toyota,Rav4,2018,3047,Suspension System Repairs,2021-12-16,0,1
Toyota,Camry,2015,4944,Multiple Unscheduled Repairs,2023-03-07,0,0
Honda,CR-V,2014,5228,Transmission Diagnostics/Repair/Replacement,2023-11-11,0,1
Nissan,Pathfinder,2012,6194,Multiple Unscheduled Repairs,2014-03-29,1,1
Audi,A6,2020,2429,Brake System Repairs,2022-04-17,1,0
BMW,5 Series,2016,4024,Suspension System Repairs,2018-03-25,1,1
Chevrolet,Silverado,2018,3460,Suspension System Repairs,2020-06-27,1,0
Audi,A4,2017,3747,Multiple Unscheduled Repairs,2021-12-28,1,1
Audi,Q5,2018,3451,Cooling System Repairs,2019-02-25,0,1
Toyota,Camry,2020,2092,Routine Maintenance Services,2023-11-19,0,1
Mercedes-Benz,GLE,2013,5507,Cooling System Repairs,2021-12-01,0,0
Volkswagen,Jetta,2017,3687,Cooling System Repairs,2022-04-26,1,0
Honda,Pilot,2014,5017,Transmission Diagnostics/Repair/Replacement,2017-12-11,0,1
Hyundai,Elantra,2018,3389,Suspension System Repairs,2023-09-18,0,0
Toyota,Camry,2013,5516,Routine Maintenance Services,2017-10-19,1,0
Mercedes-Benz,E-Class,2010,7401,Engine Diagnostics/Repair/Replacement,2018-04-07,0,1
Chevrolet,Traverse,2014,5250,Electrical System Repairs,2016-04-03,0,0
BMW,5 Series,2013,5849,Wear-and-Tear Replacements,2018-04-26,0,1
Nissan,Rogue,2019,2959,Suspension System Repairs,2021-04-12,1,0
